embedding,clustering,k,mean,std
sbert,hac,3,0.4638136363636364,0.15574643511375608
sbert,hac,4,0.360470101010101,0.11861019882870145
sbert,hac,5,0.30574103535353536,0.09854391293568761
sbert,hac,6,0.26548127705627705,0.08338126704827271
sbert,hac,7,0.2336604797979798,0.07239746202026397
sbert,hac,8,0.21224747474747474,0.05916218315507778
sbert,hac,9,0.19456136363636364,0.04820448365771952
sbert,hac,10,0.1746090909090909,0.04071486489939791
sbert,hac,11,0.15855,0.03425690375012685
sbert,hac,12,0.1527,
sbert,hdbscan,2,0.4941018867924528,0.12358194181402639
sbert,hdbscan,3,0.3040063492063492,0.0712853780261261
sbert,hdbscan,4,0.23088333333333333,0.04860062609825986
sbert,hdbscan,5,0.17808571428571426,0.04201809474160253
sbert,hdbscan,6,0.1515,0.046201781517433024
sbert,hdbscan,7,0.11164,0.018306295213517242
sbert,kmeans,2,0.6468696969696969,0.1771696379351175
sbert,kmeans,3,0.4463768181818182,0.1508639202333877
sbert,kmeans,4,0.3615218181818182,0.11215891816441989
sbert,kmeans,5,0.30913762626262625,0.09239754854384384
sbert,kmeans,6,0.26884718614718617,0.07745390522881278
sbert,kmeans,7,0.23979924242424241,0.06718463624286841
sbert,kmeans,8,0.21986848484848487,0.05361554642591899
sbert,kmeans,9,0.20158681818181817,0.04193907582617915
sbert,kmeans,10,0.18820454545454546,0.03884656773995389
sbert,kmeans,11,0.17847500000000002,0.018622231337839183
sbert,kmeans,12,0.149,
sbert,spectral,2,0.6387045454545455,0.19862980675836933
sbert,spectral,3,0.4427177272727273,0.138345416111972
sbert,spectral,4,0.3383882828282828,0.1113126774905818
sbert,spectral,5,0.27160618686868687,0.09578169658321717
sbert,spectral,6,0.22840508658008657,0.08361568617898257
sbert,spectral,7,0.19771401515151513,0.07152426810870033
sbert,spectral,8,0.19658121212121213,0.053027770878641946
sbert,spectral,9,0.17609636363636363,0.04650594684273519
sbert,spectral,10,0.15538181818181818,0.037799669958229136
sbert,spectral,11,0.1321,0.03123014278196336
sbert,spectral,12,0.1245,
sroberta,dbscan,2,0.4558566037735849,0.1736632766519007
sroberta,dbscan,3,0.28765352112676057,0.12846399206399153
sroberta,dbscan,4,0.22023270440251574,0.09593751493422083
sroberta,dbscan,5,0.14471791666666667,0.06655187780338138
sroberta,dbscan,6,0.097236,0.03729112509446197
sroberta,dbscan,7,0.060944621513944225,0.04591685617457029
sroberta,dbscan,8,0.045937391304347826,0.03388551096600137
sroberta,dbscan,9,0.09719,0.0008761658899242019
sroberta,hac,2,0.6590212121212122,0.16543977525199685
sroberta,hac,3,0.45639227272727273,0.14251928327212482
sroberta,hac,4,0.363120202020202,0.12804403608952955
sroberta,hac,5,0.3063675505050505,0.11366795932029587
sroberta,hac,6,0.27626904761904764,0.09571836008849212
sroberta,hac,7,0.25419772727272727,0.08115536017630946
sroberta,hac,8,0.2342418181818182,0.07340957207334176
sroberta,hac,9,0.21874090909090907,0.05964478687957152
sroberta,hac,10,0.20365,0.04498770515801641
sroberta,hac,11,0.18586666666666665,0.032581013247632795
sroberta,hac,12,0.1637,
sroberta,hdbscan,2,0.4982893617021276,0.15461940402730062
sroberta,hdbscan,3,0.31244189189189187,0.10092129444811951
sroberta,hdbscan,4,0.19785961538461538,0.05423180831265305
sroberta,hdbscan,5,0.16990877192982456,0.0335356967632027
sroberta,hdbscan,6,0.13887692307692306,0.035921886407549966
sroberta,hdbscan,7,0.2142,
sroberta,hdbscan,8,0.14115,0.09496444071335336
sroberta,kmeans,2,0.6789681818181819,0.17687100571980607
sroberta,kmeans,3,0.46509181818181816,0.15336746401864437
sroberta,kmeans,4,0.3846549494949495,0.11702543553213245
sroberta,kmeans,5,0.32418270202020205,0.0956781567293034
sroberta,kmeans,6,0.2887035714285714,0.08440161894678849
sroberta,kmeans,7,0.25587992424242423,0.0754024268891795
sroberta,kmeans,8,0.22989131313131314,0.06373999362044001
sroberta,kmeans,9,0.20825636363636366,0.05257953232573669
sroberta,kmeans,10,0.19336212121212124,0.04627489688357049
sroberta,kmeans,11,0.18150833333333335,0.033118752126616156
sroberta,kmeans,12,0.1904,
sroberta,spectral,2,0.6855863636363636,0.20051959649974263
sroberta,spectral,3,0.4752813636363636,0.15986852180142347
sroberta,spectral,4,0.36399494949494954,0.1415046228724659
sroberta,spectral,5,0.29171969696969696,0.1252321377868882
sroberta,spectral,6,0.24394967532467535,0.11564214550880356
sroberta,spectral,7,0.21255833333333335,0.09813955829017497
sroberta,spectral,8,0.18769878787878788,0.0868117734332444
sroberta,spectral,9,0.19120545454545454,0.06118579510493834
sroberta,spectral,10,0.18293181818181817,0.054100070123915614
sroberta,spectral,11,0.19244166666666665,0.04342528501677195
sroberta,spectral,12,0.1641,
w2v_pretrained,dbscan,2,0.4129666666666667,0.13818227696295451
