k,class_subset,embedding,clustering,precision,recall,f1,alpha
3,"[1, 3, 6]",sbert,kmeans,0.4565,0.6508,0.3753,
3,"[1, 3, 6]",sbert,hac,0.406,0.474,0.2985,
3,"[1, 3, 6]",sbert,spectral,0.4643,0.5967,0.3403,
3,"[1, 3, 7]",sbert,kmeans,0.3646,0.1822,0.1732,
3,"[1, 3, 7]",sbert,hac,0.3594,0.1962,0.2099,
3,"[1, 3, 7]",sbert,spectral,0.3937,0.4241,0.2448,
3,"[1, 3, 8]",sbert,kmeans,0.4056,0.4124,0.2675,
3,"[1, 3, 8]",sbert,hac,0.3976,0.3681,0.3067,
3,"[1, 3, 8]",sbert,spectral,0.3931,0.4181,0.2366,
3,"[1, 3, 9]",sbert,kmeans,0.4536,0.5704,0.3352,
3,"[1, 3, 9]",sbert,hac,0.4545,0.5744,0.3674,
3,"[1, 3, 9]",sbert,spectral,0.4796,0.6153,0.3748,
3,"[1, 4, 5]",sbert,kmeans,0.334,0.426,0.1711,
3,"[1, 4, 5]",sbert,hac,0.3207,0.2852,0.2249,
3,"[1, 4, 5]",sbert,spectral,0.3214,0.1065,0.16,
3,"[1, 4, 6]",sbert,kmeans,0.397,0.5018,0.2894,
3,"[1, 4, 6]",sbert,hac,0.3765,0.4159,0.2914,
3,"[1, 4, 6]",sbert,spectral,0.4011,0.5398,0.3006,
3,"[1, 4, 7]",sbert,kmeans,0.3375,0.5006,0.1851,
3,"[1, 4, 7]",sbert,hac,0.3255,0.3107,0.2089,
3,"[1, 4, 7]",sbert,spectral,0.3271,0.4536,0.1928,
3,"[1, 4, 8]",sbert,kmeans,0.331,0.4966,0.169,
3,"[1, 4, 8]",sbert,hac,0.3408,0.3479,0.2331,
3,"[1, 4, 8]",sbert,spectral,0.3274,0.4536,0.1845,
3,"[1, 4, 9]",sbert,kmeans,0.395,0.4633,0.2619,
3,"[1, 4, 9]",sbert,hac,0.4169,0.5344,0.3194,
