embedding,clustering,k,alpha,mean,std
sroberta,hac,4,0.75,0.48646,0.07909344473469337
sroberta,hac,5,0.25,0.4794,
sroberta,hac,5,0.5,0.4794,
sroberta,hac,5,0.75,0.4794,
sroberta,hdbscan,2,0.25,0.48229,0.10698825948049939
sroberta,hdbscan,2,0.5,0.46936,0.11317123898470553
sroberta,hdbscan,2,0.75,0.46936,0.11317123898470553
sroberta,hdbscan,3,0.25,0.31205,0.065124534547281
sroberta,hdbscan,3,0.5,0.31205,0.065124534547281
sroberta,hdbscan,3,0.75,0.31205,0.065124534547281
sroberta,hdbscan,4,0.25,0.2117,
sroberta,hdbscan,4,0.5,0.2117,
sroberta,hdbscan,4,0.75,0.2117,
sroberta,kmeans,2,0.25,0.7701100000000001,0.10908781834426388
sroberta,kmeans,2,0.5,0.7701100000000001,0.10908781834426388
sroberta,kmeans,2,0.75,0.7701100000000001,0.10908781834426388
sroberta,kmeans,3,0.25,0.6619200000000001,0.10126251692177779
sroberta,kmeans,3,0.5,0.6614,0.10084891890568011
sroberta,kmeans,3,0.75,0.6614,0.10084891890568011
sroberta,kmeans,4,0.25,0.58778,0.0826194105522425
sroberta,kmeans,4,0.5,0.58778,0.0826194105522425
sroberta,kmeans,4,0.75,0.58778,0.0826194105522425
sroberta,kmeans,5,0.25,0.5397,
sroberta,kmeans,5,0.5,0.5397,
sroberta,kmeans,5,0.75,0.5397,
sroberta,spectral,2,0.25,0.69811,0.16442900156467397
sroberta,spectral,2,0.5,0.69811,0.16442900156467397
sroberta,spectral,2,0.75,0.69811,0.16442900156467397
sroberta,spectral,3,0.25,0.57822,0.11242771307229667
sroberta,spectral,3,0.5,0.57822,0.11242771307229667
sroberta,spectral,3,0.75,0.57822,0.11242771307229667
sroberta,spectral,4,0.25,0.50686,0.03922611375091856
sroberta,spectral,4,0.5,0.48436,0.05722065186626241
sroberta,spectral,4,0.75,0.50686,0.03922611375091856
sroberta,spectral,5,0.25,0.4009,
sroberta,spectral,5,0.5,0.389,
sroberta,spectral,5,0.75,0.4341,
w2v_pretrained,dbscan,2,0.25,0.32845,0.07228802805444345
w2v_pretrained,dbscan,2,0.5,0.32845,0.07228802805444345
w2v_pretrained,dbscan,2,0.75,0.32845,0.07228802805444345
w2v_pretrained,dbscan,3,0.25,0.28290000000000004,0.07226345318808577
w2v_pretrained,dbscan,3,0.5,0.28137500000000004,0.0701007073193036
w2v_pretrained,dbscan,3,0.75,0.28200000000000003,0.06980721070682218
w2v_pretrained,dbscan,4,0.25,0.1713,0.012303657992645937
w2v_pretrained,dbscan,4,0.5,0.17165,0.011808683245815339
w2v_pretrained,dbscan,4,0.75,0.1434,0.05176021638285527
w2v_pretrained,hac,2,0.25,0.68347,0.16951987789047038
w2v_pretrained,hac,2,0.5,0.7168,0.10610666541006951
w2v_pretrained,hac,2,0.75,0.7168,0.10610666541006951
w2v_pretrained,hac,3,0.25,0.52453,0.15694530575968177
w2v_pretrained,hac,3,0.5,0.53643,0.14407125590407613
w2v_pretrained,hac,3,0.75,0.53643,0.14407125590407613
w2v_pretrained,hac,4,0.25,0.30496,0.05621168028088113
w2v_pretrained,hac,4,0.5,0.41981999999999997,0.12755824943922678
w2v_pretrained,hac,4,0.75,0.44433999999999996,0.09100353289845402
w2v_pretrained,hac,5,0.25,0.4358,
w2v_pretrained,hac,5,0.5,0.4358,
w2v_pretrained,hac,5,0.75,0.4491,
w2v_pretrained,hdbscan,2,0.25,0.4445888888888889,0.06515050737416489
w2v_pretrained,hdbscan,2,0.5,0.42612222222222224,0.07199930169414455
w2v_pretrained,hdbscan,2,0.75,0.42612222222222224,0.07199930169414455
w2v_pretrained,hdbscan,3,0.25,0.24775,0.045980104393095925
w2v_pretrained,hdbscan,3,0.5,0.24775,0.045980104393095925
w2v_pretrained,hdbscan,3,0.75,0.24775,0.045980104393095925
w2v_pretrained,kmeans,2,0.25,0.7741,0.11908140073076064
w2v_pretrained,kmeans,2,0.5,0.7741,0.11908140073076064
w2v_pretrained,kmeans,2,0.75,0.7741,0.11908140073076064
w2v_pretrained,kmeans,3,0.25,0.61686,0.13619978952504544
w2v_pretrained,kmeans,3,0.5,0.62683,0.11532400781180728
w2v_pretrained,kmeans,3,0.75,0.62469,0.11788037674788043
w2v_pretrained,kmeans,4,0.25,0.5407599999999999,0.0730762820619659
w2v_pretrained,kmeans,4,0.5,0.54364,0.06931423374747786
w2v_pretrained,kmeans,4,0.75,0.5444199999999999,0.06852511948183672
w2v_pretrained,kmeans,5,0.25,0.4809,
w2v_pretrained,kmeans,5,0.5,0.499,
w2v_pretrained,kmeans,5,0.75,0.499,
w2v_pretrained,spectral,2,0.25,0.74348,0.15837824485845417
w2v_pretrained,spectral,2,0.5,0.74348,0.15837824485845417
w2v_pretrained,spectral,2,0.75,0.74348,0.15837824485845417
w2v_pretrained,spectral,3,0.25,0.5398400000000001,0.14538898934314873
w2v_pretrained,spectral,3,0.5,0.55994,0.12608403899339873
w2v_pretrained,spectral,3,0.75,0.55994,0.12608403899339873
w2v_pretrained,spectral,4,0.25,0.44017999999999996,0.12466874909134207
w2v_pretrained,spectral,4,0.5,0.47996,0.1020119502803471
w2v_pretrained,spectral,4,0.75,0.47996,0.1020119502803471
w2v_pretrained,spectral,5,0.25,0.3138,
w2v_pretrained,spectral,5,0.5,0.355,
w2v_pretrained,spectral,5,0.75,0.355,
w2v_self,dbscan,2,0.25,0.3803142857142857,0.046275602952003
w2v_self,dbscan,2,0.5,0.3803142857142857,0.046275602952003
w2v_self,dbscan,2,0.75,0.3911285714285714,0.03629080298026459
w2v_self,hac,2,0.25,0.73166,0.08781151784741374
w2v_self,hac,2,0.5,0.73166,0.08781151784741374
w2v_self,hac,2,0.75,0.73166,0.08781151784741374
w2v_self,hac,3,0.25,0.59963,0.11612016812097904
w2v_self,hac,3,0.5,0.6284799999999999,0.08775392108998131
w2v_self,hac,3,0.75,0.6294299999999999,0.086239628039808
w2v_self,hac,4,0.25,0.4925,0.10213767669180653
w2v_self,hac,4,0.5,0.4925,0.10213767669180653
w2v_self,hac,4,0.75,0.5171,0.09602372102767108
w2v_self,hac,5,0.25,0.3945,
w2v_self,hac,5,0.5,0.3945,
w2v_self,hac,5,0.75,0.5088,
w2v_self,hdbscan,2,0.25,0.47184,0.12717551476426409
w2v_self,hdbscan,2,0.5,0.47184,0.12717551476426409
w2v_self,hdbscan,2,0.75,0.47184,0.12717551476426409
w2v_self,hdbscan,3,0.25,0.31265,0.08346035842585045
w2v_self,hdbscan,3,0.5,0.31265,0.08346035842585045
w2v_self,hdbscan,3,0.75,0.31265,0.08346035842585045
w2v_self,hdbscan,4,0.25,0.18155,0.0045961940777125634
w2v_self,hdbscan,4,0.5,0.18155,0.0045961940777125634
w2v_self,hdbscan,4,0.75,0.14329999999999998,0.046951890270786736
w2v_self,kmeans,2,0.25,0.7724,0.10176325466493294
w2v_self,kmeans,2,0.5,0.7724,0.10176325466493294
w2v_self,kmeans,2,0.75,0.7724,0.10176325466493294
w2v_self,kmeans,3,0.25,0.6732199999999999,0.08312139449156411
w2v_self,kmeans,3,0.5,0.6732199999999999,0.08312139449156411
w2v_self,kmeans,3,0.75,0.6732199999999999,0.08312139449156411
w2v_self,kmeans,4,0.25,0.5660000000000001,0.12720023584883797
w2v_self,kmeans,4,0.5,0.5984200000000001,0.07239745851892868
w2v_self,kmeans,4,0.75,0.5984200000000001,0.07239745851892868
w2v_self,kmeans,5,0.25,0.4087,
w2v_self,kmeans,5,0.5,0.4087,
w2v_self,kmeans,5,0.75,0.5436,
w2v_self,spectral,2,0.25,0.7606499999999999,0.10746976060476009
w2v_self,spectral,2,0.5,0.7606499999999999,0.10746976060476009
w2v_self,spectral,2,0.75,0.7606499999999999,0.10746976060476009
w2v_self,spectral,3,0.25,0.61724,0.1315353454821597
w2v_self,spectral,3,0.5,0.61724,0.1315353454821597
w2v_self,spectral,3,0.75,0.62276,0.1271828098097817
w2v_self,spectral,4,0.25,0.53942,0.10553147397814558
w2v_self,spectral,4,0.5,0.53942,0.10553147397814558
w2v_self,spectral,4,0.75,0.55174,0.08654933853011247
w2v_self,spectral,5,0.25,0.2927,
w2v_self,spectral,5,0.5,0.2927,
w2v_self,spectral,5,0.75,0.4612,
